"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2010-05",101.1791,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2010-06",101.4794,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2010-07",101.6331,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2010-08",101.8038,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2010-09",101.9997,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2010-10",102.1603,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2010-11",102.2181,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2010-12",102.1942,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-01",102.1093,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-02",101.975,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-03",101.8465,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-04",101.7966,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-05",101.883,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-06",102.0374,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-07",102.1724,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-08",102.22,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-09",102.189,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-10",102.0854,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-11",101.9118,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2011-12",101.738,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-01",101.6501,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-02",101.6993,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-03",101.7644,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-04",101.6639,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-05",101.2509,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-06",100.675,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-07",100.1198,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-08",99.70415,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-09",99.36166,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-10",98.99959,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-11",98.58404,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2012-12",98.24484,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-01",98.20894,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-02",98.65734,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-03",99.27882,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-04",99.65733,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-05",99.48641,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-06",99.02643,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-07",98.63261,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-08",98.57205,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-09",98.77457,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-10",99.15049,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-11",99.64527,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2013-12",100.1208,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-01",100.407,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-02",100.3731,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-03",100.1875,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-04",100.0625,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-05",100.1509,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-06",100.3813,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-07",100.6592,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-08",100.9259,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-09",101.1701,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-10",101.3856,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-11",101.5529,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2014-12",101.6485,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-01",101.6058,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-02",101.3485,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-03",100.9618,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-04",100.5316,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-05",100.1135,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-06",99.74492,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-07",99.47778,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-08",99.36089,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-09",99.32157,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-10",99.28246,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-11",99.20084,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2015-12",99.10773,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-01",99.06097,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-02",99.10964,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-03",99.21237,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-04",99.31715,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-05",99.38723,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-06",99.42495,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-07",99.43377,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-08",99.41271,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-09",99.37971,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-10",99.36045,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-11",99.38932,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2016-12",99.49645,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-01",99.74316,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-02",100.1791,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-03",100.66,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-04",100.9899,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-05",101.0196,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-06",100.895,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-07",100.8021,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-08",100.8673,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-09",101.0245,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-10",101.1757,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-11",101.2581,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2017-12",101.3184,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-01",101.4302,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-02",101.6337,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-03",101.8239,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-04",101.8365,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-05",101.5469,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-06",101.1469,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-07",100.8882,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-08",100.9354,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-09",101.0784,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-10",101.0069,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-11",100.4883,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2018-12",99.76141,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-01",99.1544,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-02",98.91174,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-03",98.90102,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-04",98.95218,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-05",98.96454,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-06",98.95213,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-07",98.96706,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.0476,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.139,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.14149,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-11",98.94746,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2019-12",98.56761,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2020-01",97.97137,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2020-02",97.11303,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2020-03",96.17449,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2020-04",95.39479,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2020-05",94.98,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2020-06",94.85415,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2020-07",94.97765,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2020-08",95.37664,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2020-09",95.92311,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2020-10",96.5145,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-07",99.27302,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-08",99.53718,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-09",99.86954,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-10",100.2391,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-11",100.6024,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-12",100.9226,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-01",101.1953,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-02",101.4018,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-03",101.5104,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-04",101.5433,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-05",101.5098,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-06",101.4143,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-07",101.3315,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-08",101.3457,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-09",101.4763,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-10",101.5073,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-11",101.089,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-12",99.93921,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-01",98.4938,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-02",97.32879,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-03",96.87804,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-04",96.87059,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-05",96.96494,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-06",96.94014,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-07",96.78509,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-08",96.5313,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-09",96.21603,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-10",95.94404,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-11",95.86082,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-12",96.08244,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-01",96.4366,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-02",96.70441,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-03",96.72965,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-04",96.61431,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-05",96.49874,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-06",96.48236,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-07",96.54459,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-08",96.65095,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-09",96.78053,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-10",96.90937,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-11",97.00895,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-12",97.04548,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-01",97.0084,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-02",96.87009,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-03",96.61912,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-04",96.39476,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-05",96.41068,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-06",96.85196,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-07",97.53194,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-08",98.22903,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-09",98.78488,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-10",99.18542,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-11",99.41444,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-12",99.46239,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-01",99.50688,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-02",99.78247,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-03",100.4542,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-04",101.2598,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-05",101.8329,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-06",101.892,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-07",101.6624,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-08",101.4271,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-09",101.3661,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-10",101.4019,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-11",101.3956,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-12",101.2457,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-01",101.0297,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-02",100.8705,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-03",100.8695,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-04",100.9823,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-05",101.1611,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-06",101.3824,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-07",101.6096,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-08",101.8048,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-09",101.9344,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-10",102.0068,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-11",102.025,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-12",101.9954,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-01",101.9917,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-02",102.1198,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-03",102.4567,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-04",102.8581,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-05",103.1153,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-06",103.0483,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-07",102.7422,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-08",102.2833,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-09",101.7324,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-10",101.2526,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-11",101.0722,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-12",101.3778,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-01",101.9069,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-02",102.3333,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-03",102.4286,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-04",102.3265,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-05",102.218,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-06",102.2431,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-07",102.3898,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-08",102.635,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-09",102.9641,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-10",103.2915,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-11",103.4981,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-12",103.4697,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-01",103.2568,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-02",102.8832,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-03",102.3411,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-04",101.7447,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-05",101.2318,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-06",100.9181,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-07",100.7697,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-08",100.7661,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-09",100.8986,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-10",101.0238,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-11",100.9317,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-12",100.4215,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-01",99.59381,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-02",98.52258,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-03",97.2433,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-04",95.98553,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-05",95.07829,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-06",94.83399,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-07",95.08197,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-08",95.7111,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-09",96.72023,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-10",97.88753,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-11",98.99482,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-12",99.89384,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-01",100.6325,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-02",101.2545,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-03",101.7596,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-04",102.1797,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-05",102.5026,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-06",102.6791,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-07",102.7288,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-08",102.6209,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-09",102.2827,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-10",101.7651,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-11",101.1052,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-12",100.3685,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-01",99.83305,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-02",99.49458,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-03",99.2462,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-04",99.02525,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-05",98.70129,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-06",98.42136,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-07",98.17906,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-08",97.92786,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-09",97.71176,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-10",97.69401,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-11",97.65254,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-12",97.49606,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-01",97.50506,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-02",97.6342,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-03",97.77809,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-04",97.8212,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-05",97.76653,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-06",97.64806,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-07",97.36866,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-08",97.0684,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-09",96.87702,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-10",96.82195,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-11",96.96485,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-12",97.46368,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-01",98.27339,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-02",98.80689,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-03",98.93166,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-04",98.82285,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-05",98.68919,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-06",98.69578,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-07",98.8356,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-08",99.00951,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-09",98.98676,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-10",98.93253,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-11",98.9596,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-12",99.07544,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-01",99.25887,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-02",99.44917,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-03",99.52688,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-04",99.55907,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-05",99.46054,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-06",99.16348,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-07",98.85506,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-08",98.72379,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-09",98.82763,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-10",99.04175,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-11",99.24201,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-12",99.42386,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-01",99.5602,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-02",99.54507,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-03",99.47456,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-04",99.45683,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-05",99.47491,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-06",99.47182,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-07",99.42023,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-08",99.29028,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-09",99.16953,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-10",99.19447,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-11",99.41359,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-12",99.8913,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-01",100.5389,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-02",101.0146,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-03",101.1429,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-04",101.1349,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-05",101.0834,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-06",101.1195,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-07",101.1218,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-08",101.1479,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-09",101.141,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-10",101.0763,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-11",101.1313,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-12",101.4189,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-01",101.704,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-02",101.9161,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-03",102.0582,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-04",102.1086,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-05",102.0238,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-06",101.9411,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-07",101.8323,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-08",101.7952,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-09",101.7359,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-10",101.6772,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-11",101.73,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-12",101.8479,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-01",101.8562,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-02",101.6958,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-03",101.5912,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-04",101.6161,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-05",101.6449,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-06",101.648,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-07",101.6216,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-08",101.6659,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-09",101.6949,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-10",101.645,
